"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"2935","ピックルスホールディングス","東証PR","食料品","11817","12858430","2.94","27","11.55","0.62","79.6","1482.42","91900","100","20250130","1083","20250407","842"
"2936","ベースフード","東証GR","食料品","23544","54499800","0","0","-","22.09","-","19.56","43200","100","20250218","658","20250106","334"
"2937","サンクゼール","東証GR","食料品","13794","9264200","2.35","35","39.62","2.93","37.58","507.77","148900","100","20250314","1769","20250409","1320"
"2938","オカムラ食品工業","東証ST","食料品","39930","16351168","0.78","19","18.92","2.6","129.07","939.26","244200","100","20250421","2650","20250124","2012"
"2961","日本調理機","東証ST","金属製品","4406","1135572","2.58","100","14.35","0.63","270.39","6195.49","388000","100","20250225","4120","20250117","3360"
"2962","テクニスコ","東証ST","金属製品","2734","9174714","0","0","-","0.64","-68.78","462.14","29800","100","20250114","552","20250407","200"
"296A","令和アカウンティング・ホールディングス","東証GR","サービス","22306","38000000","4.26","25","20.04","7.21","29.29","81.38","58700","100","20250225","757","20250114","429"
"2970","グッドライフカンパニー","東証ST","不動産","13694","4306200","0","0","8.27","3.11","384.7","1022.74","318000","100","20250218","3460","20250407","2368"
"2975","スター・マイカ・ホールディングス","東証PR","不動産","32334","34000000","2.73","26","9.15","1.19","103.91","801.19","95100","100","20250423","1001","20250114","735"
"2978","ツクルバ","東証GR","不動産","8664","11708000","0","0","67.27","5.09","11","145.47","74000","100","20250214","830","20250407","625"
"297A","アルピコホールディングス","東証ST","小売","17778","71113460","2","5","8.89","1.54","28.13","161.82","25000","100","20250106","313","20250407","200"
"2980","SREホールディングス","東証PR","不動産","56412","16233785","0.43","15","30.22","4.45","114.99","780.87","347500","100","20250207","4025","20250407","2419"
"2981","ランディックス","東証GR","不動産","8014","2834793","2.76","78","6.26","1.03","451.85","2738.76","282700","100","20250327","2990","20250407","2380"
"2982","ADワークスグループ","東証PR","不動産","12817","49677764","4.65","12","6.96","0.66","37.07","389.82","25800","100","20250425","270","20250117","196"
"2983","アールプランナー","東証GR","不動産","7542","5387480","3.57","50","5.03","1.31","278.41","1065.61","140000","100","20250314","1689","20250407","1103"
"2984","ヤマイチ・ユニハイムエステート","東証ST","不動産","6186","8544400","4.14","30","8.88","0.47","81.49","1533.17","72400","100","20250204","827","20250407","631"
"2986","LAホールディングス","東証GR","不動産","43342","6308875","4.8","330","8.3","2.36","828.09","2915.56","687000","100","20250328","7270","20250106","5470"
"298A","GVA_TECH","東証GR","情報通信","2342","4628798","0","0","-","4.11","-56.49","122.99","50600","100","20250219","740","20250407","430"
"2991","ランドネット","東証ST","不動産","13242","11962400","1.77","19.55","5.67","1.34","195.12","824.92","110700","100","20250310","1284","20250407","865"
"2993","長栄","東証ST","不動産","9170","4473400","6.1","125","4.93","0.85","415.49","2400.25","205000","100","20250321","2340","20250407","1921"
"2997","ストレージ王","東証GR","不動産","1583","1847500","0","0","12.18","1.41","70.37","605.99","85700","100","20250129","1147","20250407","751"
"2998","クリアル","東証GR","不動産","30115","6023000","0.6","30","26.86","6.49","186.18","770.66","500000","100","20250430","5170","20250214","2575"
"2999","ホームポジション","東証ST","不動産","4334","9360198","2.16","10","26.84","0.8","17.25","576.59","46300","100","20250414","475","20250407","281"
"299A","dely","東証GR","サービス","53628","41316100","0","0","23.37","5.07","55.55","256.24","129800","100","20250205","1462","20250407","896"
"3001","片倉工業","東証ST","繊維製品","74761","35215000","2.36","50","17.13","0.8","123.96","2666.35","212300","100","20250307","2397","20250407","1851"
"3002","グンゼ","東証PR","繊維製品","88785","34587032","3.06","78.5","11.39","0.71","225.4","3611.59","256700","100","20250106","2750","20250407","2283"
"3003","ヒューリック","東証PR","不動産","1156469","767907735","3.78","57","10.61","1.38","141.97","1090.18","150600","100","20250502","1512.5","20250407","1322"
"3004","神栄","東証ST","卸売","6836","4168500","5.49","90","5.17","0.78","317.42","2110.23","164000","100","20250425","1800","20250407","1402"
"300A","MIC","東証ST","サービス","11800","7100000","1.44","24","17.65","1.45","94.16","1142.82","166200","100","20250331","1845","20250128","920"
"3010","ポラリス・ホールディングス","東証ST","サービス","46050","233754680","1.52","3","16.88","1.73","11.67","114.18","19700","100","20250221","235","20250407","148"
"3011","バナーズ","東証ST","小売","2772","20236086","3.65","5","9.76","0.81","14.04","168.27","13700","100","20250328","189","20250407","117"
"3020","アプライド","東証ST","小売","7501","2703200","3.24","90","5.56","0.67","499.45","4141.06","277500","100","20250425","2999","20250407","2340"
"3021","パシフィックネット","東証ST","サービス","7080","5392500","3.58","47","14.46","2.18","90.78","602.45","131300","100","20250106","1450","20250407","1000"
"3023","ラサ商事","東証ST","卸売","15880","11383838","4.87","68","8.07","0.72","172.91","1949.07","139500","100","20250327","1579","20250407","1209"
"3024","クリエイト","東証ST","卸売","3874","3969000","3.48","34","8.88","0.74","109.95","1313.91","97600","100","20250204","1120","20250407","862"
"3028","アルペン","東証PR","小売","91465","38888000","2.13","50","20.51","0.75","114.68","3119.09","235200","100","20250423","2441","20250114","2032"
"302A","ビースタイルホールディングス","東証GR","サービス","1964","1449600","0","0","7.23","1.65","187.33","822.99","135500","100","20250106","2309","20250407","1070"
"3030","ハブ","東証ST","小売","9443","12830200","1.36","10","22.04","3.21","33.39","229.55","73600","100","20250212","810","20250407","689"
"3031","ラクーンホールディングス","東証PR","情報通信","17763","22258943","2.76","22","20.48","3.55","38.97","224.74","79800","100","20250306","976","20250115","674"
"3034","クオールホールディングス","東証PR","小売","85431","38902785","1.55","34","16.43","1.49","133.68","1477.63","219600","100","20250423","2395","20250117","1399"
"3035","ケイティケイ","東証ST","卸売","3441","5725000","2.83","17","10.23","0.76","58.73","788.18","60100","100","20250325","615","20250407","474"
"3036","アルコニックス","東証PR","卸売","46947","31070000","4.24","64","10.14","0.68","149.04","2222.44","151100","100","20250327","1605","20250407","1339"
"3038","神戸物産","東証PR","卸売","1152403","273600000","0.62","26","38.83","6.9","108.47","610.72","421200","100","20250421","4499","20250220","3170"
"303A","visumo","東証GR","情報通信","1856","1637000","0","0","41.58","3.61","27.27","313.99","113400","100","20250108","3110","20250407","814"
"3040","ソリトンシステムズ","東証PR","情報通信","24930","19738888","4.12","52","13.38","1.91","94.41","662.01","126300","100","20250425","1310","20250407","1058"
"3041","ビューティカダンホールディングス","東証ST","卸売","2381","5076000","1.92","9","27.25","3.77","17.21","124.3","46900","100","20250430","566","20250407","300"
"3042","セキュアヴェイル","東証GR","情報通信","2115","7690000","0","0","64.1","1.86","4.29","147.6","27500","100","20250324","337","20250407","223"
"3045","カワサキ","東証ST","卸売","4056","2901000","3.58","50","10.22","0.53","136.82","2635.5","139800","100","20250225","1420","20250409","1270"
"3046","ジンズホールディングス","東証PR","小売","210544","23980000","1.07","94","28.44","7.24","308.69","1212.17","878000","100","20250421","9140","20250407","5980"
"3048","ビックカメラ","東証PR","小売","289181","188146304","2.6","40","15.48","1.68","99.3","917.12","153700","100","20250115","1760","20250407","1354"
"304A","フォルシア","東証GR","情報通信","2533","1231900","0","0","14.81","1.31","138.81","1574.12","205600","100","20250106","3795","20250407","1411"
"3050","DCMホールディングス","東証PR","小売","196603","146500000","3.43","46","9.17","0.68","146.29","1972.62","134200","100","20250106","1455","20250407","1259"
"3053","ペッパーフードサービス","東証ST","小売","12956","59706000","0","0","238.46","4.11","0.91","52.75","21700","100","20250422","238","20250120","147"
"3054","ハイパー","東証ST","卸売","3116","9860500","2.22","7","9.67","1.06","32.68","298.27","31600","100","20250423","356","20250407","242"
"3058","三洋堂ホールディングス","東証ST","小売","5032","7400000","0","0","165.05","1.87","4.12","363.98","68000","100","20250328","709","20250407","655"
"3059","ヒラキ","東証ST","小売","4527","5155600","2.28","20","42.75","0.58","20.54","1511.69","87800","100","20250327","920","20250407","830"
"3063","ジェイグループホールディングス","東証GR","小売","8678","12397400","0.57","4","28.46","15.44","24.6","45.33","70000","100","20250226","721","20250407","620"
"3064","MonotaRO","東証PR","小売","1375707","501351000","1.13","31","45.02","12.88","60.95","213.1","274400","100","20250206","3020","20250310","2386"
"3065","ライフフーズ","東証ST","小売","6051","3660400","0.3","5","48.09","3.03","34.37","545.49","165300","100","20250303","1706","20250407","1616"
"3067","東京一番フーズ","東証ST","小売","4136","9030100","0","0","13.93","2.43","32.89","188.35","45800","100","20250106","497","20250407","400"
"3068","WDI","東証ST","小売","19122","6331920","0.56","17","20.3","2.66","148.8","1133.39","302000","100","20250307","3465","20250407","2705"
"3069","JFLAホールディングス","東証ST","食料品","7386","48277135","0","0","18.32","1","8.35","153.56","15300","100","20250212","170","20250407","127"
"3070","ジェリービーンズグループ","東証GR","卸売","3646","33450000","0","0","-","14.75","-15.34","7.39","10900","100","20250423","183","20250407","81"
"3071","ストリーム","東証ST","小売","3081","28525000","2.78","3","16.14","1.04","6.69","104.07","10800","100","20250326","128","20250407","89"
"3073","DDグループ","東証PR","小売","23106","18455019","-","-","9.41","3.77","133.03","331.86","125200","100","20250106","1405","20250407","1103"
"3075","銚子丸","東証ST","小売","21937","14518000","0.79","12","20.71","2.41","72.96","628.01","151100","100","20250221","1580","20250407","1300"
"3076","あいホールディングス","東証PR","卸売","119858","56590410","4.72","100","6.1","1.06","347.2","2000.6","211800","100","20250106","2139","20250407","1793"
"3077","ホリイフードサービス","東証ST","小売","1852","5880000","0","0","15.53","5.16","20.28","61.03","31500","100","20250203","365","20250409","294"
"3079","ディーブイエックス","東証ST","卸売","10219","10780000","5.27","50","24.36","1.11","38.91","850.64","94800","100","20250313","988","20250407","835"
"3080","ジェーソン","東証ST","小売","8725","12812000","1.91","13","17.45","1.38","39.03","491.74","68100","100","20250122","799","20250407","623"
"3082","きちりホールディングス","東証ST","小売","10124","11324600","0.84","7.5","22.5","5.11","39.74","174.84","89400","100","20250416","936","20250117","780"
"3083","スターシーズ","東証ST","小売","3297","4210800","0.64","5","27.34","6.26","28.64","125.14","78300","100","20250428","828","20250407","527"
"3086","J.フロントリテイリング","東証PR","小売","473220","270565764","3.09","54","14.95","1.1","116.97","1597.24","174900","100","20250204","2212","20250407","1553"
"3087","ドトール・日レスホールディングス","東証PR","小売","119498","45609761","2.06","54","16.05","1.1","163.21","2372.09","262000","100","20250422","2830","20250407","2163"
"3088","マツキヨココカラ＆カンパニー","東証PR","小売","1096968","415675630","1.59","42","20.61","2.1","128.02","1258.23","263900","100","20250423","2694","20250212","2136"
"3089","テクノアルファ","東証ST","卸売","2029","2316000","4","35","-","0.82","-","1063.63","87600","100","20250328","943","20250407","800"
"3091","ブロンコビリー","東証PR","小売","53832","15079000","0.73","26","28.4","2.63","125.71","1358.48","357000","100","20250422","3940","20250407","3305"
"3092","ZOZO","東証PR","小売","1344922","901422543","2.61","39","27.41","13.46","54.44","110.81","149200","100","20250203","1802","20250411","1351"
"3093","トレジャー・ファクトリー","東証PR","小売","47332","24347800","2.01","39","15.15","4.37","128.35","444.44","194400","100","20250414","2045","20250114","1344"
"3094","スーパーバリュー","東証ST","小売","10380","12673750","-","-","-","6.45","-","126.99","81900","100","20250114","1060","20250416","722"
"3096","オーシャンシステム","東証ST","小売","12891","10833000","1.18","14","9.41","0.99","126.41","1200.55","119000","100","20250318","1264","20250407","1044"
"3097","物語コーポレーション","東証PR","小売","142895","39202981","0.99","36","21.33","3.75","170.88","972.33","364500","100","20250423","3845","20250407","2960"
"3099","三越伊勢丹ホールディングス","東証PR","小売","703296","380262554","2.6","48","11.87","1.13","155.8","1629.95","184950","100","20250106","2766","20250407","1602"
"3101","東洋紡","東証PR","繊維製品","79342","89048792","4.49","40","30.2","0.4","29.5","2217.67","89100","100","20250321","1005","20250409","808"
"3103","ユニチカ","東証PR","繊維製品","9067","57752343","0","0","-","0.75","-416.27","209.4","15700","100","20250327","177","20250407","124"
"3104","富士紡ホールディングス","東証PR","繊維製品","56713","11354000","2.6","130","13.17","1.22","379.13","4086.15","499500","100","20250106","5480","20250407","4005"
"3105","日清紡ホールディングス","東証PR","電気機器","146567","169246174","4.16","36","7.44","0.51","116.44","1714.44","86600","100","20250326","963","20250407","732"
"3106","倉敷紡績","東証PR","繊維製品","110160","18000000","2.45","150","14.36","0.86","426.04","7097.38","612000","100","20250305","6600","20250407","4840"
"3107","ダイワボウホールディングス","東証PR","卸売","227931","96356460","3.8","90","9.07","1.5","260.71","1572.72","236550","100","20250106","3084","20250407","2084"
"3109","シキボウ","東証PR","繊維製品","12401","12810829","5.17","50","13.05","0.35","74.19","2747.91","96800","100","20250306","1047","20250407","874"
