SC,名称,市場,業種,時価総額(百万円),発行済株式数,配当利回り（予想）,1株配当（予想）,PER（予想）,PBR（実績）,EPS（予想）,BPS（実績）,最低購入額,単元株,高値日付,年初来高値,安値日付,年初来安値
4848,フルキャストホールディングス,東証PR,サービス,55852,35215449,3.97,63,10.19,1.95,155.68,812.65,158600,100,20250226,1656,20250407,1370
4849,エン・ジャパン,東証PR,サービス,82031,49716000,4.25,70.1,9.17,1.93,179.95,853.65,165000,100,20250106,2125,20250407,1400
4914,高砂香料工業,東証PR,化学,133006,20152397,3.64,240,9.18,0.93,718.6,7080.9,660000,100,20250318,7210,20250210,4975
4919,ミルボン,東証PR,化学,89549,33117234,3.25,88,16.93,1.8,159.69,1499.2,270400,100,20250106,3510,20250407,2670
4927,ポーラ・オルビスホールディングス,東証PR,化学,294440,229136156,4.05,52,33.45,1.73,38.42,744.16,128500,100,20250128,1451,20250218,1177
4928,ノエビアホールディングス,東証PR,化学,143116,34156623,5.37,225,17.89,3.05,234.22,1375.21,419000,100,20250106,4920,20250407,3885
4932,アルマード,東証ST,化学,11371,10394000,5.94,65,14.9,6.63,73.4,164.93,109400,100,20250228,1229,20250407,904
4956,コニシ,東証PR,化学,76752,70414880,3.49,38,8.93,0.84,122.06,1299.82,109000,100,20250130,1320,20250407,974
4968,荒川化学工業,東証PR,化学,21375,20652400,4.64,48,9.78,0.36,105.85,2889.84,103500,100,20250317,1210,20250407,898
4972,綜研化学,東証ST,化学,24717,16600000,4.2,62.5,6.02,0.68,247.4,2197.14,148900,100,20250107,1908,20250407,1207
4973,日本高純度化学,東証PR,化学,17194,6067200,4.45,126,32.74,1.21,86.56,2338.53,283400,100,20250106,3340,20250409,2681
4980,デクセリアルズ,東証PR,化学,301499,176418500,3.39,58,10.87,3.01,157.18,568.5,170900,100,20250106,2479,20250407,1383
4992,北興化学工業,東証ST,化学,34838,28485531,3.27,40,8.39,0.65,145.71,1875.05,122300,100,20250130,1482,20250407,1000
4994,大成ラミックグループ,東証ST,化学,17443,7047500,3.23,80,11.48,0.63,215.57,3928.86,247500,100,20250321,2648,20250407,2234
4996,クミアイ化学工業,東証PR,化学,101087,133184612,4.48,34,8.38,0.62,90.55,1233.32,75900,100,20250307,851,20250407,680
5009,富士興産,東証ST,卸売,11691,8743907,6.43,86,15.73,0.94,85.02,1424.15,133700,100,20250321,1499,20250407,1191
5011,ニチレキグループ,東証PR,石油・石炭,77504,31685955,3.07,75,15.64,0.95,156.44,2575.16,244600,100,20250106,2700,20250407,1945
5013,ユシロ,東証ST,石油・石炭,26299,13900065,5.18,98,6.27,0.62,301.68,3072.84,189200,100,20250207,2172,20250407,1565
5015,ビーピー・カストロール,東証ST,石油・石炭,19207,22975189,5.26,44,19.08,1.92,43.82,435.88,83600,100,20250328,875,20250407,709
5017,富士石油,東証PR,石油・石炭,21813,78183677,4.3,12,-,0.27,-9.07,1050.66,27900,100,20250210,350,20250407,238
5018,MORESCO,東証ST,石油・石炭,11374,9696500,3.84,45,8.27,0.5,141.76,2364.63,117300,100,20250114,1400,20250407,1045
5019,出光興産,東証PR,石油・石炭,1163610,1288747390,3.99,36,8.4,0.64,107.43,1407.33,90290,100,20250319,1190,20250407,799
5020,ENEOSホールディングス,東証PR,石油・石炭,1873894,2706766549,3.76,26,18.03,0.6,38.39,1160.88,69230,100,20250326,864,20250407,590
5021,コスモエネルギーホールディングス,東証PR,石油・石炭,522082,88353761,5.58,330,6.46,0.85,914.27,6922.09,590900,100,20250120,7249,20250407,5018
5036,日本ビジネスシステムズ,東証ST,情報通信,47979,48366400,3.53,35,12.22,1.92,81.15,515.54,99200,100,20250225,1115,20250407,799
5071,ヴィス,東証ST,建設,10515,8351800,3.49,44,8.79,1.61,143.17,782.09,125900,100,20250212,1530,20250407,935
5076,インフロニア・ホールディングス,東証PR,建設,335586,274845024,4.91,60,9.14,-,133.63,-,122100,100,20250327,1257,20250407,1089
5079,ノバック,東証ST,建設,12466,5202800,5.01,120,25.71,0.69,93.19,3448.97,239600,100,20250328,2850,20250407,2330
5101,横浜ゴム,東証PR,ゴム製品,538997,169549081,3.21,102,6.22,0.57,511.03,5605.46,317900,100,20250219,3840,20250407,2490
5105,TOYO_TIRE,東証PR,ゴム製品,411708,154111029,4.68,125,8.23,0.87,324.73,3069.02,267150,100,20250328,2854,20250407,2071
5108,ブリヂストン,東証PR,ゴム製品,4297891,713698221,3.82,230,16.3,1.11,369.44,5448.98,602200,100,20250328,6255,20250407,5113
5110,住友ゴム工業,東証PR,ゴム製品,487419,263043057,3.78,70,10.83,0.74,171.08,2494.54,185300,100,20250326,1990,20250407,1285
5121,藤倉コンポジット,東証PR,ゴム製品,31160,23446209,4.82,64,6.91,0.78,192.26,1714.52,132900,100,20250207,1628,20250407,1118
5161,西川ゴム工業,東証ST,ゴム製品,99017,39990774,4.12,102,18.38,1.12,134.68,2218.71,247600,100,20250401,2540,20250123,1060
5162,朝日ラバー,東証ST,ゴム製品,2656,4618520,3.48,20,262.56,0.53,2.19,1080.24,57500,100,20250422,598,20250407,523
5184,ニチリン,東証ST,ゴム製品,50300,14371500,5.03,176,7.95,0.81,440.37,4310.51,350000,100,20250327,3670,20250407,3020
5185,フコク,東証PR,ゴム製品,28139,17609130,4.69,75,10.73,0.63,148.91,2538.87,159800,100,20250106,1810,20250407,1320
5186,ニッタ,東証PR,ゴム製品,107430,29272503,3.81,140,8.87,0.69,413.54,5329.62,367000,100,20250327,3920,20250407,3145
5187,クリエートメディック,東証ST,精密機器,9104,9664327,3.93,37,10.17,0.51,92.67,1833.67,94200,100,20250428,945,20250407,886
5189,櫻護謨,東証ST,ゴム製品,3842,2024000,3.16,60,9.18,0.43,206.76,4401.33,189800,100,20250310,2010,20250407,1612
5191,住友理工,東証PR,ゴム製品,168861,104042806,3.7,60,6.77,0.78,239.83,2080.96,162300,100,20250321,1910,20250407,1180
5192,三ツ星ベルト,東証PR,ゴム製品,110886,31104198,5.05,180,10.86,1.02,328.17,3492.81,356500,100,20250319,4030,20250407,3115
5195,バンドー化学,東証PR,ゴム製品,65392,44213536,5.14,76,12.58,0.71,117.58,2088.78,147900,100,20250106,1930,20250407,1317
5199,不二ラテックス,東証ST,ゴム製品,2253,1286199,4.34,76,10.48,0.58,167.23,3025.25,175200,100,20250206,1889,20250411,1635
5201,AGC,東証PR,ガラス土石,970846,217434681,4.7,210,11.85,0.66,376.86,6773.86,446500,100,20250310,4786,20250407,3870
5208,有沢製作所,東証PR,化学,43949,33600524,6.42,84,12.42,0.93,105.35,1405.22,130800,100,20250106,1520,20250407,1135
5210,日本山村硝子,東証ST,ガラス土石,24765,11145249,5.18,115,9.86,0.42,225.25,5281.85,222200,100,20250218,2300,20250130,1488
5214,日本電気硝子,東証PR,ガラス土石,304648,89523246,4.26,145,17.05,0.58,199.59,5870.11,340300,100,20250206,3740,20250409,3000
5232,住友大阪セメント,東証PR,ガラス土石,128395,33237017,3.11,120,16.55,0.67,233.39,5733.19,386300,100,20250424,4048,20250114,3204
5237,ノザワ,東証ST,ガラス土石,10131,12075000,4.77,40,6.92,0.47,121.32,1772.8,83900,100,20250307,915,20250407,744
5257,ノバシステム,東証ST,情報通信,3853,1402500,3.82,105,8.32,1.66,330.12,1656.32,274700,100,20250219,3100,20250407,2410
5269,日本コンクリート工業,東証PR,ガラス土石,19182,57777432,3.92,13,32.77,0.49,10.13,683.14,33200,100,20250214,388,20250407,288
5271,トーヨーアサノ,東証ST,ガラス土石,3055,1440840,4.01,85,8.86,0.65,239.31,3240.4,212000,100,20250331,2475,20250407,1812
5279,日本興業,東証ST,ガラス土石,2939,3064200,4.69,45,6.63,0.35,144.65,2725.37,95900,100,20250430,993,20250407,720
5280,ヨシコン,東証ST,不動産,15458,8030248,4.16,80,4.22,0.49,455.67,3907.28,192500,100,20250502,1951,20250407,1421
5284,ヤマウホールディングス,東証ST,ガラス土石,11086,6306000,5.23,92,5.75,0.94,305.61,1873.06,175800,100,20250210,2076,20250407,1520
5285,ヤマックス,東証ST,ガラス土石,15506,11580000,4.33,58,6.89,1.59,194.45,843.68,133900,100,20250317,1770,20250407,1089
5287,イトーヨーギョー,東証ST,ガラス土石,2155,3568000,3.31,20,7.4,0.5,81.6,1213.09,60400,100,20250221,857,20250106,499
5288,アジアパイルホールディングス,東証PR,ガラス土石,33367,38089792,5.14,45,14.51,0.73,60.39,1199.83,87600,100,20250321,974,20250407,758
5290,ベルテクスコーポレーション,東証ST,ガラス土石,57274,28853350,3.02,60,10.61,1.45,187.15,1368.31,198500,100,20250501,1992,20250407,1598
5301,東海カーボン,東証PR,ガラス土石,207847,224943104,3.25,30,17.93,0.68,51.53,1356.42,92400,100,20250325,1010,20250407,765
5302,日本カーボン,東証PR,ガラス土石,49164,11832504,4.81,200,11.2,0.88,370.83,4704.6,415500,100,20250325,4430,20250407,3560
5304,SECカーボン,東証ST,ガラス土石,41844,20694340,4.95,100,6.8,0.55,297.56,3658.96,202200,100,20250213,2280,20250407,1700
5310,東洋炭素,東証PR,ガラス土石,86070,20992588,3.54,145,12.28,0.91,333.77,4489.13,410000,100,20250107,4380,20250407,3120
5331,ノリタケ,東証PR,ガラス土石,108443,29034398,3.48,130,8.98,0.71,415.98,5283.95,373500,100,20250106,3990,20250407,2989
5333,日本碍子,東証PR,ガラス土石,535876,297956996,3.67,66,9.58,0.73,187.65,2455.87,179850,100,20250106,2010,20250407,1540
5334,日本特殊陶業,東証PR,ガラス土石,960374,199247720,3.78,182,10.63,1.42,453.54,3399.43,482000,100,20250131,5170,20250407,3714
5351,品川リフラクトリーズ,東証PR,ガラス土石,74963,47146830,5.66,90,8.05,0.84,197.43,1888.6,159000,100,20250321,1829,20250407,1355
5352,黒崎播磨,東証PR,ガラス土石,91364,36458112,4.19,105,6.86,0.92,365.23,2723.43,250600,100,20250324,2836,20250407,2000
5355,日本坩堝,東証ST,ガラス土石,4220,7045200,3.01,18,9.93,0.73,60.35,822.08,59900,100,20250328,629,20250407,576
5356,美濃窯業,東証ST,ガラス土石,10263,12909828,4.03,32,7.41,0.58,107.27,1367.6,79500,100,20250213,895,20250407,739
5357,ヨータイ,東証PR,ガラス土石,34760,19594000,5.07,90,13.45,1.01,131.86,1750.86,177400,100,20250416,1784,20250407,1533
5363,東京窯業,東証ST,ガラス土石,21965,45477000,4.08,19.7,7.38,0.53,65.41,906.51,48300,100,20250324,516,20250117,402
5367,ニッカトー,東証ST,ガラス土石,6420,12135695,3.97,21,8.95,0.48,59.1,1097.65,52900,100,20250502,553,20250130,466
5368,日本インシュレーション,東証ST,ガラス土石,7567,8707200,4.26,37,9.79,0.56,88.78,1546.2,86900,100,20250131,945,20250407,818
5384,フジミインコーポレーテッド,東証PR,ガラス土石,153309,80098500,3.83,73.34,17,1.88,112.56,1016.51,191400,100,20250107,2449,20250407,1536
5388,クニミネ工業,東証ST,ガラス土石,14739,14450000,3.92,40,12.05,0.59,84.66,1731.25,102000,100,20250327,1068,20250130,977
5391,エーアンドエーマテリアル,東証ST,ガラス土石,8727,7778000,5.35,60,6.62,0.45,169.5,2514.25,112200,100,20250107,1270,20250407,1000
5401,日本製鉄,東証PR,鉄鋼,3218807,1074726752,5.34,160,9.51,0.6,315.09,5028.07,299500,100,20250319,3522,20250407,2650
5406,神戸製鋼所,東証PR,鉄鋼,657934,396345963,6.02,100,5.04,0.59,329.5,2821.1,166000,100,20250319,1906,20250407,1446
5408,中山製鋼所,東証PR,鉄鋼,45291,63079256,5.57,40,7.07,0.37,101.54,1960.24,71800,100,20250318,812,20250407,620
5410,合同製鐵,東証PR,鉄鋼,63523,17145211,5.4,200,5.7,0.4,649.59,9183.1,370500,100,20250321,4250,20250407,3200
5411,JFEホールディングス,東証PR,鉄鋼,1066264,639438399,6.0,100,11.16,0.42,149.36,3943.17,166750,100,20250319,2015,20250407,1556
5423,東京製鐵,東証PR,鉄鋼,176213,110064249,3.12,50,12.83,0.79,124.77,2014.68,160100,100,20250321,1689,20250407,1446
5440,共英製鋼,東証PR,鉄鋼,87508,44898730,4.62,90,7.06,0.42,276.12,4670.79,194900,100,20250327,2030,20250407,1588
5444,大和工業,東証PR,鉄鋼,543985,65000000,4.78,400,13.04,0.94,641.79,8946.06,836900,100,20250326,8496,20250407,6772
5445,東京鐵鋼,東証PR,鉄鋼,51135,9365305,6.14,335,4.89,0.84,1115.9,6524.93,546000,100,20250108,6710,20250407,4695
5446,北越メタル,東証ST,鉄鋼,5520,3994000,3.26,45,9.67,0.3,142.86,4556.52,138200,100,20250326,1650,20250407,1201
5451,淀川製鋼所,東証PR,鉄鋼,183064,31837230,5.79,333,12.98,0.88,442.88,6544.78,575000,100,20250212,6070,20250407,4795
5458,高砂鐵工,東証ST,鉄鋼,2797,3008000,4.3,40,8.38,0.61,110.92,1514.4,93000,100,20250326,1016,20250407,820
5461,中部鋼鈑,東証PR,鉄鋼,59696,28000000,4.74,101,48.12,0.76,44.31,2807.11,213200,100,20250107,2560,20250407,1690
5463,丸一鋼管,東証PR,鉄鋼,282240,84000000,3.9,131,10.14,0.78,331.34,4294.01,336000,100,20250212,3635,20250407,3049
5464,モリ工業,東証ST,鉄鋼,38987,38831900,4.18,42,9.72,0.7,103.29,1440.83,100400,100,20250327,1130,20250407,847
5471,大同特殊鋼,東証PR,鉄鋼,235384,217243845,4.34,47,8.2,0.52,132.11,2075.2,108350,100,20250326,1303,20250407,924
5480,日本冶金工業,東証PR,鉄鋼,62454,15497333,5.46,220,4.75,0.6,848.33,6675.49,403000,100,20250207,4540,20250407,3300
5482,愛知製鋼,東証PR,鉄鋼,161090,19109187,5.48,462,16.95,0.69,497.35,12142.53,843000,100,20250428,8940,20250114,4970
5527,property_technologies,東証GR,不動産,4458,4154251,4.19,45,6.02,0.59,178.21,1826.55,107300,100,20250416,1193,20250407,801
5533,エリッツホールディングス,東証ST,不動産,5983,3470600,3.94,68,8.68,1.29,198.57,1340.77,172400,100,20250129,1874,20250408,1601
5541,大平洋金属,東証PR,鉄鋼,32537,19577071,8.12,135,-,0.49,-85.48,3425.57,166200,100,20250303,1949,20250109,1437
5542,新報国マテリアル,東証ST,鉄鋼,4823,7020000,3.64,25,7.7,0.82,89.19,834.64,68700,100,20250324,723,20250407,580
5576,オービーシステム,東証ST,情報通信,5802,2367000,4.08,100,9.58,1.11,255.91,2218.09,245100,100,20250425,2815,20250407,2012
5602,栗本鐵工所,東証PR,鉄鋼,59769,12798490,4.9,229,10.3,0.67,453.58,6967.91,467000,100,20250306,4990,20250407,3800
5603,虹技,東証ST,鉄鋼,4220,3362163,4.78,60,5.62,0.29,223.25,4261.38,125500,100,20250325,1397,20250407,1023
5609,日本鋳造,東証ST,鉄鋼,3884,4825050,3.73,30,7.46,0.33,107.86,2465.2,80500,100,20250326,881,20250407,700
5632,三菱製鋼,東証PR,鉄鋼,24492,15709968,4.11,64,7.17,0.58,217.54,2704.62,155900,100,20250326,1792,20250407,1208
5644,メタルアート,東証ST,鉄鋼,9409,3157382,4.46,133,4.35,0.37,685.37,8065.97,298000,100,20250317,3480,20250407,2460
5658,日亜鋼業,東証ST,鉄鋼,15527,51755478,3.33,10,12.39,0.27,24.21,1095.2,30000,100,20250218,343,20250407,275
5659,日本精線,東証PR,鉄鋼,32516,31265190,4.04,42,13.87,0.77,74.99,1343.48,104000,100,20250319,1403,20250407,1001
5660,神鋼鋼線工業,東証ST,鉄鋼,7971,5912999,3.71,50,9.37,0.34,143.82,3926.89,134800,100,20250414,1457,20250407,1110
5695,パウダーテック,東証ST,鉄鋼,6065,2970000,4.9,100,19.74,0.47,103.43,4353.51,204200,100,20250212,2284,20250407,1955
5697,サンユウ,東証ST,鉄鋼,2875,6091000,4.24,20,7.13,0.29,66.18,1615.71,47200,100,20250321,530,20250407,431
5698,エンビプロ・ホールディングス,東証PR,鉄鋼,14583,30317388,3.12,15,12.65,0.87,38.02,555.91,48100,100,20250319,499,20250117,361
5702,大紀アルミニウム工業所,東証PR,非鉄金属,39964,43629235,6.0,55,52.52,0.51,17.44,1813.63,91600,100,20250327,1077,20250407,804
5703,日本軽金属ホールディングス,東証PR,非鉄金属,92805,61993750,4.68,70,7.13,0.41,209.88,3695.92,149700,100,20250326,1640,20250407,1236
5706,三井金属鉱業,東証PR,非鉄金属,222755,57381552,4.25,165,3.89,0.69,996.97,5654.21,388200,100,20250108,5015,20250407,3255
5711,三菱マテリアル,東証PR,非鉄金属,295457,131489535,4.45,100,7.93,0.43,283.2,5282.83,224700,100,20250326,2685,20250407,1930
5713,住友金属鉱山,東証PR,非鉄金属,905886,290814015,3.34,104,27.61,0.48,112.81,6489.63,311500,100,20250122,3728,20250409,2374
5714,DOWAホールディングス,東証PR,非鉄金属,281121,61989206,3.31,150,9,0.69,503.84,6546.32,453500,100,20250326,5084,20250409,3880
5715,古河機械金属,東証PR,非鉄金属,75151,36445568,3.39,70,4.2,0.58,490.82,3568.42,206200,100,20250213,2536,20250114,1519
5729,日本精鉱,東証ST,非鉄金属,13264,2605900,3.93,200,5.3,1.17,960.79,4354.48,509000,100,20250304,6860,20250407,3645
5741,UACJ,東証PR,非鉄金属,228398,46328193,3.04,150,9.15,0.76,538.91,6509.22,493000,100,20250318,5470,20250407,4110
5742,エヌアイシ・オートテック,東証ST,非鉄金属,4147,5500000,5.44,41,29.35,1.23,25.69,613.74,75400,100,20250327,818,20250407,681
5802,住友電気工業,東証PR,非鉄金属,1857424,793940571,3.29,77,11.4,0.79,205.16,2959.35,233950,100,20250204,3145,20250407,1620
5816,オーナンバ,東証ST,非鉄金属,12684,12558251,4.06,41,7.46,0.47,135.39,2144.22,101000,100,20250206,1175,20250409,785
5819,カナレ電気,東証ST,非鉄金属,10556,7028060,3.79,57,9.75,0.57,154.05,2631.3,150200,100,20250328,1608,20250407,1359
5821,平河ヒューテック,東証PR,非鉄金属,20854,17627800,3.62,42.86,10.64,0.44,111.19,2689.48,118300,100,20250204,1513,20250409,1000
5831,しずおかフィナンシャルグループ,東証PR,銀行,867873,580129069,4.01,60,11.25,0.67,133.01,2219.85,149600,100,20250327,1788,20250407,1252
5832,ちゅうぎんフィナンシャルグループ,東証PR,銀行,276603,184771461,3.74,56,10.78,0.48,138.86,3150.45,149700,100,20250327,1788,20250407,1230
5845,全保連,東証ST,その他金融,21217,26521700,3.75,30,11.66,3,68.62,266.45,80000,100,20250218,976,20250407,659
5851,リョービ,東証PR,非鉄金属,66500,32646143,4.91,100,7.33,0.39,278.05,5170.25,203700,100,20250325,2473,20250407,1691
5852,アーレスティ,東証PR,非鉄金属,16682,25546717,4.29,28,-,0.32,-124.49,2012.16,65300,100,20250326,718,20250407,489
5857,AREホールディングス,東証PR,非鉄金属,141244,79708688,4.51,80,8.39,1.07,211.18,1648.56,177200,100,20250326,2049,20250407,1548
5868,ロココ,東証ST,サービス,3058,3725100,3.05,25,9.24,1.11,88.9,738.68,82100,100,20250422,925,20250407,703
5869,早稲田学習研究会,東証ST,サービス,10405,10211250,5.4,55,10.78,1.53,94.56,666.55,101900,100,20250325,1066,20250407,920
5871,SOLIZE,東証ST,サービス,9456,6000000,3.49,55,23.65,0.72,66.63,2185.11,157600,100,20250109,1740,20250407,1390
5889,Japan_Eyewear_Holdings,東証ST,小売,55123,24123860,3.68,84,13.77,3.35,165.9,681.09,228500,100,20250314,2679,20250407,1750
5901,東洋製罐グループホールディングス,東証PR,金属製品,403663,163162162,3.68,91,16.76,0.61,147.65,4043.81,247400,100,20250324,2550,20250407,2142
5902,ホッカンホールディングス,東証PR,金属製品,24097,13469387,5.2,93,6.86,0.38,260.63,4762.69,178900,100,20250428,1838,20250407,1478
5903,シンポ,東証ST,金属製品,7498,6140850,3.28,40,8.4,1,145.29,1218.22,122100,100,20250421,1405,20250407,1131
5909,コロナ,東証ST,金属製品,27112,29342454,3.03,28,22.48,0.35,41.1,2616.08,92400,100,20250324,989,20250407,844
